filepath,class,label
data\SL_YES_npy\60046.npy,yes,1
data\jester_NO_npy\12772.npy,no,0
data\SL_YES_npy\50817.npy,yes,1
data\jester_NO_npy\112636.npy,no,0
data\jester_NO_npy\77494.npy,no,0
data\SL_YES_npy\69366.npy,yes,1
data\jester_NO_npy\36974.npy,no,0
data\jester_NO_npy\121586.npy,no,0
data\SL_YES_npy\17391.npy,yes,1
data\jester_NO_npy\81457.npy,no,0
data\jester_NO_npy\46326.npy,no,0
data\jester_NO_npy\45266.npy,no,0
data\SL_YES_npy\54883.npy,yes,1
data\SL_YES_npy\27280.npy,yes,1
data\jester_NO_npy\145329.npy,no,0
data\jester_NO_npy\77274.npy,no,0
data\jester_NO_npy\140904.npy,no,0
data\jester_NO_npy\70892.npy,no,0
data\jester_NO_npy\129743.npy,no,0
data\SL_YES_npy\08894.npy,yes,1
data\jester_NO_npy\39326.npy,no,0
data\SL_YES_npy\36261.npy,yes,1
data\jester_NO_npy\42057.npy,no,0
data\jester_NO_npy\52259.npy,no,0
data\jester_NO_npy\52513.npy,no,0
data\SL_YES_npy\66560.npy,yes,1
data\jester_NO_npy\90894.npy,no,0
data\jester_NO_npy\73964.npy,no,0
data\SL_YES_npy\55318.npy,yes,1
data\SL_YES_npy\10687.npy,yes,1
data\SL_YES_npy\16982.npy,yes,1
data\SL_YES_npy\55735.npy,yes,1
data\jester_NO_npy\62085.npy,no,0
data\jester_NO_npy\95702.npy,no,0
data\jester_NO_npy\60292.npy,no,0
data\SL_YES_npy\01385.npy,yes,1
data\jester_NO_npy\127926.npy,no,0
data\jester_NO_npy\62239.npy,no,0
data\jester_NO_npy\34893.npy,no,0
data\jester_NO_npy\118439.npy,no,0
data\jester_NO_npy\95439.npy,no,0
data\SL_YES_npy\19818.npy,yes,1
data\jester_NO_npy\57399.npy,no,0
data\jester_NO_npy\93942.npy,no,0
data\jester_NO_npy\24907.npy,no,0
data\SL_YES_npy\40011.npy,yes,1
data\SL_YES_npy\33766.npy,yes,1
data\SL_YES_npy\03158.npy,yes,1
data\SL_YES_npy\65850.npy,yes,1
data\jester_NO_npy\38597.npy,no,0
data\jester_NO_npy\125188.npy,no,0
data\jester_NO_npy\97891.npy,no,0
data\SL_YES_npy\57762.npy,yes,1
data\jester_NO_npy\116012.npy,no,0
data\jester_NO_npy\133950.npy,no,0
data\jester_NO_npy\62534.npy,no,0
data\jester_NO_npy\82503.npy,no,0
data\jester_NO_npy\43720.npy,no,0
data\SL_YES_npy\28108.npy,yes,1
data\jester_NO_npy\114392.npy,no,0
data\jester_NO_npy\31790.npy,no,0
data\SL_YES_npy\60722.npy,yes,1
data\jester_NO_npy\145739.npy,no,0
data\jester_NO_npy\46915.npy,no,0
data\jester_NO_npy\8900.npy,no,0
data\jester_NO_npy\31628.npy,no,0
data\jester_NO_npy\72333.npy,no,0
data\SL_YES_npy\66051.npy,yes,1
data\jester_NO_npy\11715.npy,no,0
data\SL_YES_npy\53305.npy,yes,1
data\jester_NO_npy\93637.npy,no,0
data\jester_NO_npy\36609.npy,no,0
data\jester_NO_npy\69521.npy,no,0
data\jester_NO_npy\45542.npy,no,0
data\jester_NO_npy\118593.npy,no,0
data\jester_NO_npy\3106.npy,no,0
data\jester_NO_npy\31440.npy,no,0
data\SL_YES_npy\63274.npy,yes,1
data\jester_NO_npy\125933.npy,no,0
data\jester_NO_npy\138454.npy,no,0
data\SL_YES_npy\52087.npy,yes,1
data\jester_NO_npy\55414.npy,no,0
data\SL_YES_npy\58366.npy,yes,1
data\SL_YES_npy\69309.npy,yes,1
data\jester_NO_npy\94136.npy,no,0
data\SL_YES_npy\66579.npy,yes,1
data\SL_YES_npy\17969.npy,yes,1
data\jester_NO_npy\67932.npy,no,0
data\jester_NO_npy\123049.npy,no,0
data\SL_YES_npy\45601.npy,yes,1
data\SL_YES_npy\33769.npy,yes,1
data\jester_NO_npy\53935.npy,no,0
data\jester_NO_npy\147446.npy,no,0
data\SL_YES_npy\40342.npy,yes,1
data\SL_YES_npy\25964.npy,yes,1
data\jester_NO_npy\22854.npy,no,0
data\SL_YES_npy\05705.npy,yes,1
data\jester_NO_npy\30480.npy,no,0
data\SL_YES_npy\16412.npy,yes,1
data\jester_NO_npy\83677.npy,no,0
data\jester_NO_npy\57899.npy,no,0
data\SL_YES_npy\45909.npy,yes,1
data\SL_YES_npy\42076.npy,yes,1
data\SL_YES_npy\65870.npy,yes,1
data\jester_NO_npy\93302.npy,no,0
data\SL_YES_npy\47658.npy,yes,1
data\jester_NO_npy\63029.npy,no,0
data\jester_NO_npy\127615.npy,no,0
data\jester_NO_npy\62727.npy,no,0
data\jester_NO_npy\58930.npy,no,0
data\SL_YES_npy\52578.npy,yes,1
data\jester_NO_npy\59036.npy,no,0
data\SL_YES_npy\57756.npy,yes,1
data\SL_YES_npy\36046.npy,yes,1
data\SL_YES_npy\58188.npy,yes,1
data\jester_NO_npy\82723.npy,no,0
data\jester_NO_npy\97622.npy,no,0
data\jester_NO_npy\48715.npy,no,0
data\jester_NO_npy\32930.npy,no,0
data\SL_YES_npy\24735.npy,yes,1
data\jester_NO_npy\117509.npy,no,0
data\SL_YES_npy\30978.npy,yes,1
data\jester_NO_npy\111037.npy,no,0
data\jester_NO_npy\140067.npy,no,0
data\jester_NO_npy\82921.npy,no,0
data\jester_NO_npy\2607.npy,no,0
data\jester_NO_npy\1558.npy,no,0
data\jester_NO_npy\106826.npy,no,0
data\SL_YES_npy\48299.npy,yes,1
data\jester_NO_npy\134584.npy,no,0
data\jester_NO_npy\48204.npy,no,0
data\SL_YES_npy\66047.npy,yes,1
data\SL_YES_npy\56820.npy,yes,1
data\jester_NO_npy\58073.npy,no,0
data\jester_NO_npy\71379.npy,no,0
data\jester_NO_npy\139292.npy,no,0
data\SL_YES_npy\18294.npy,yes,1
data\SL_YES_npy\26220.npy,yes,1
data\jester_NO_npy\21911.npy,no,0
data\jester_NO_npy\10008.npy,no,0
data\SL_YES_npy\60911.npy,yes,1
data\jester_NO_npy\71581.npy,no,0
data\jester_NO_npy\20144.npy,no,0
data\jester_NO_npy\34768.npy,no,0
data\SL_YES_npy\63087.npy,yes,1
data\SL_YES_npy\11864.npy,yes,1
data\jester_NO_npy\19065.npy,no,0
data\jester_NO_npy\82379.npy,no,0
data\SL_YES_npy\14048.npy,yes,1
data\SL_YES_npy\48073.npy,yes,1
data\SL_YES_npy\60044.npy,yes,1
data\SL_YES_npy\51477.npy,yes,1
data\SL_YES_npy\03000.npy,yes,1
data\jester_NO_npy\76711.npy,no,0
data\jester_NO_npy\106949.npy,no,0
data\jester_NO_npy\78791.npy,no,0
data\jester_NO_npy\102571.npy,no,0
data\jester_NO_npy\28859.npy,no,0
data\jester_NO_npy\8646.npy,no,0
data\jester_NO_npy\133067.npy,no,0
data\jester_NO_npy\24511.npy,no,0
data\SL_YES_npy\01726.npy,yes,1
data\jester_NO_npy\40182.npy,no,0
data\jester_NO_npy\45741.npy,no,0
data\jester_NO_npy\69270.npy,no,0
data\SL_YES_npy\34868.npy,yes,1
data\jester_NO_npy\143151.npy,no,0
data\jester_NO_npy\119558.npy,no,0
data\SL_YES_npy\23489.npy,yes,1
data\jester_NO_npy\59962.npy,no,0
data\SL_YES_npy\18154.npy,yes,1
data\SL_YES_npy\57726.npy,yes,1
data\jester_NO_npy\144705.npy,no,0
data\jester_NO_npy\92684.npy,no,0
data\jester_NO_npy\123757.npy,no,0
data\jester_NO_npy\138005.npy,no,0
data\jester_NO_npy\88897.npy,no,0
data\SL_YES_npy\42410.npy,yes,1
data\jester_NO_npy\95769.npy,no,0
data\jester_NO_npy\110235.npy,no,0
data\jester_NO_npy\41797.npy,no,0
data\jester_NO_npy\102044.npy,no,0
data\jester_NO_npy\39231.npy,no,0
data\jester_NO_npy\32486.npy,no,0
data\SL_YES_npy\05064.npy,yes,1
data\jester_NO_npy\13935.npy,no,0
data\jester_NO_npy\62171.npy,no,0
data\jester_NO_npy\16500.npy,no,0
data\SL_YES_npy\65764.npy,yes,1
data\jester_NO_npy\93243.npy,no,0
data\jester_NO_npy\78296.npy,no,0
data\SL_YES_npy\30920.npy,yes,1
data\jester_NO_npy\98892.npy,no,0
data\jester_NO_npy\147805.npy,no,0
data\SL_YES_npy\49149.npy,yes,1
data\SL_YES_npy\16270.npy,yes,1
data\jester_NO_npy\77946.npy,no,0
data\jester_NO_npy\16132.npy,no,0
data\jester_NO_npy\8970.npy,no,0
data\jester_NO_npy\96533.npy,no,0
data\jester_NO_npy\78973.npy,no,0
data\jester_NO_npy\73582.npy,no,0
data\jester_NO_npy\23263.npy,no,0
data\SL_YES_npy\69521.npy,yes,1
data\jester_NO_npy\35843.npy,no,0
data\jester_NO_npy\107795.npy,no,0
data\SL_YES_npy\57282.npy,yes,1
data\SL_YES_npy\15366.npy,yes,1
data\jester_NO_npy\42593.npy,no,0
data\SL_YES_npy\02828.npy,yes,1
data\SL_YES_npy\66481.npy,yes,1
data\SL_YES_npy\04136.npy,yes,1
data\SL_YES_npy\11413.npy,yes,1
data\SL_YES_npy\37611.npy,yes,1
data\SL_YES_npy\21207.npy,yes,1
data\jester_NO_npy\78616.npy,no,0
data\SL_YES_npy\38399.npy,yes,1
data\SL_YES_npy\58016.npy,yes,1
data\jester_NO_npy\6700.npy,no,0
data\jester_NO_npy\89665.npy,no,0
data\jester_NO_npy\34497.npy,no,0
data\jester_NO_npy\70770.npy,no,0
data\jester_NO_npy\70601.npy,no,0
data\SL_YES_npy\62289.npy,yes,1
data\SL_YES_npy\44320.npy,yes,1
data\jester_NO_npy\62776.npy,no,0
data\jester_NO_npy\99615.npy,no,0
data\jester_NO_npy\19814.npy,no,0
data\jester_NO_npy\144088.npy,no,0
data\SL_YES_npy\63225.npy,yes,1
data\jester_NO_npy\34338.npy,no,0
data\jester_NO_npy\117517.npy,no,0
data\jester_NO_npy\54189.npy,no,0
data\jester_NO_npy\132366.npy,no,0
data\jester_NO_npy\42371.npy,no,0
data\jester_NO_npy\4489.npy,no,0
data\jester_NO_npy\140471.npy,no,0
data\jester_NO_npy\82980.npy,no,0
data\SL_YES_npy\58295.npy,yes,1
data\SL_YES_npy\36400.npy,yes,1
data\jester_NO_npy\138626.npy,no,0
data\jester_NO_npy\140988.npy,no,0
data\jester_NO_npy\83457.npy,no,0
data\SL_YES_npy\58258.npy,yes,1
data\jester_NO_npy\40175.npy,no,0
data\jester_NO_npy\53204.npy,no,0
data\jester_NO_npy\6752.npy,no,0
data\jester_NO_npy\16851.npy,no,0
data\jester_NO_npy\142232.npy,no,0
data\SL_YES_npy\62819.npy,yes,1
data\SL_YES_npy\65526.npy,yes,1
data\jester_NO_npy\54303.npy,no,0
data\jester_NO_npy\69503.npy,no,0
data\jester_NO_npy\117993.npy,no,0
data\jester_NO_npy\69707.npy,no,0
data\jester_NO_npy\41201.npy,no,0
data\SL_YES_npy\64097.npy,yes,1
data\jester_NO_npy\62104.npy,no,0
data\jester_NO_npy\82788.npy,no,0
data\jester_NO_npy\22051.npy,no,0
data\jester_NO_npy\55849.npy,no,0
data\SL_YES_npy\44327.npy,yes,1
data\jester_NO_npy\31637.npy,no,0
data\SL_YES_npy\24015.npy,yes,1
data\jester_NO_npy\50104.npy,no,0
data\jester_NO_npy\88225.npy,no,0
data\jester_NO_npy\110412.npy,no,0
data\SL_YES_npy\50402.npy,yes,1
data\SL_YES_npy\36269.npy,yes,1
data\SL_YES_npy\51426.npy,yes,1
data\jester_NO_npy\144787.npy,no,0
data\jester_NO_npy\6406.npy,no,0
data\jester_NO_npy\147040.npy,no,0
data\SL_YES_npy\18292.npy,yes,1
data\jester_NO_npy\28166.npy,no,0
data\jester_NO_npy\93063.npy,no,0
data\SL_YES_npy\51223.npy,yes,1
data\SL_YES_npy\51730.npy,yes,1
data\jester_NO_npy\24970.npy,no,0
data\jester_NO_npy\77959.npy,no,0
data\jester_NO_npy\107384.npy,no,0
data\SL_YES_npy\23199.npy,yes,1
data\jester_NO_npy\114806.npy,no,0
data\jester_NO_npy\44731.npy,no,0
data\jester_NO_npy\39511.npy,no,0
data\SL_YES_npy\57206.npy,yes,1
data\jester_NO_npy\107378.npy,no,0
data\jester_NO_npy\18771.npy,no,0
data\SL_YES_npy\28655.npy,yes,1
data\SL_YES_npy\66253.npy,yes,1
data\jester_NO_npy\136625.npy,no,0
data\SL_YES_npy\55867.npy,yes,1
data\jester_NO_npy\131594.npy,no,0
data\SL_YES_npy\65821.npy,yes,1
data\SL_YES_npy\41452.npy,yes,1
data\jester_NO_npy\66525.npy,no,0
data\jester_NO_npy\68115.npy,no,0
data\jester_NO_npy\123171.npy,no,0
data\jester_NO_npy\42512.npy,no,0
data\jester_NO_npy\137593.npy,no,0
data\jester_NO_npy\69623.npy,no,0
data\SL_YES_npy\32729.npy,yes,1
data\jester_NO_npy\51841.npy,no,0
data\SL_YES_npy\32513.npy,yes,1
data\SL_YES_npy\38534.npy,yes,1
data\SL_YES_npy\23246.npy,yes,1
data\SL_YES_npy\24916.npy,yes,1
data\SL_YES_npy\17363.npy,yes,1
data\SL_YES_npy\10520.npy,yes,1
data\jester_NO_npy\46381.npy,no,0
data\jester_NO_npy\144478.npy,no,0
data\jester_NO_npy\23972.npy,no,0
data\jester_NO_npy\105959.npy,no,0
data\SL_YES_npy\56764.npy,yes,1
data\SL_YES_npy\57211.npy,yes,1
data\jester_NO_npy\1533.npy,no,0
data\SL_YES_npy\17710.npy,yes,1
data\jester_NO_npy\52207.npy,no,0
data\jester_NO_npy\93266.npy,no,0
data\SL_YES_npy\16642.npy,yes,1
data\SL_YES_npy\63695.npy,yes,1
data\SL_YES_npy\21274.npy,yes,1
data\jester_NO_npy\1011.npy,no,0
data\jester_NO_npy\107046.npy,no,0
data\jester_NO_npy\143834.npy,no,0
data\jester_NO_npy\77630.npy,no,0
data\SL_YES_npy\19935.npy,yes,1
data\SL_YES_npy\55814.npy,yes,1
data\SL_YES_npy\54427.npy,yes,1
data\SL_YES_npy\58611.npy,yes,1
data\SL_YES_npy\18534.npy,yes,1
data\jester_NO_npy\20628.npy,no,0
data\SL_YES_npy\38266.npy,yes,1
data\jester_NO_npy\29267.npy,no,0
data\SL_YES_npy\42609.npy,yes,1
data\jester_NO_npy\111712.npy,no,0
data\SL_YES_npy\37484.npy,yes,1
data\jester_NO_npy\128902.npy,no,0
data\jester_NO_npy\27768.npy,no,0
data\jester_NO_npy\2898.npy,no,0
data\SL_YES_npy\39120.npy,yes,1
data\jester_NO_npy\124976.npy,no,0
data\jester_NO_npy\98809.npy,no,0
data\SL_YES_npy\03805.npy,yes,1
data\jester_NO_npy\13628.npy,no,0
data\SL_YES_npy\20767.npy,yes,1
data\SL_YES_npy\44625.npy,yes,1
data\SL_YES_npy\64381.npy,yes,1
data\SL_YES_npy\22953.npy,yes,1
data\jester_NO_npy\67259.npy,no,0
data\SL_YES_npy\25508.npy,yes,1
data\jester_NO_npy\109650.npy,no,0
data\jester_NO_npy\109953.npy,no,0
data\jester_NO_npy\58514.npy,no,0
data\jester_NO_npy\1.npy,no,0
data\SL_YES_npy\60459.npy,yes,1
data\jester_NO_npy\95231.npy,no,0
data\jester_NO_npy\93803.npy,no,0
data\jester_NO_npy\38548.npy,no,0
data\SL_YES_npy\58612.npy,yes,1
data\jester_NO_npy\141252.npy,no,0
data\jester_NO_npy\20329.npy,no,0
data\jester_NO_npy\58884.npy,no,0
data\jester_NO_npy\35712.npy,no,0
data\SL_YES_npy\27768.npy,yes,1
data\jester_NO_npy\142835.npy,no,0
data\jester_NO_npy\79869.npy,no,0
data\jester_NO_npy\57939.npy,no,0
data\SL_YES_npy\39632.npy,yes,1
data\SL_YES_npy\59907.npy,yes,1
data\jester_NO_npy\55804.npy,no,0
data\jester_NO_npy\53504.npy,no,0
data\jester_NO_npy\58551.npy,no,0
data\SL_YES_npy\22955.npy,yes,1
data\jester_NO_npy\41273.npy,no,0
data\SL_YES_npy\06473.npy,yes,1
data\jester_NO_npy\124305.npy,no,0
data\jester_NO_npy\119491.npy,no,0
data\SL_YES_npy\69326.npy,yes,1
data\jester_NO_npy\24894.npy,no,0
data\SL_YES_npy\59500.npy,yes,1
data\jester_NO_npy\134733.npy,no,0
data\jester_NO_npy\27714.npy,no,0
data\jester_NO_npy\96194.npy,no,0
data\SL_YES_npy\03002.npy,yes,1
data\jester_NO_npy\117910.npy,no,0
data\jester_NO_npy\5426.npy,no,0
data\jester_NO_npy\111648.npy,no,0
data\SL_YES_npy\07961.npy,yes,1
data\jester_NO_npy\76060.npy,no,0
data\jester_NO_npy\90781.npy,no,0
data\SL_YES_npy\65160.npy,yes,1
data\jester_NO_npy\74682.npy,no,0
data\jester_NO_npy\14360.npy,no,0
data\jester_NO_npy\69286.npy,no,0
data\SL_YES_npy\25648.npy,yes,1
data\jester_NO_npy\5902.npy,no,0
data\jester_NO_npy\41383.npy,no,0
data\SL_YES_npy\21100.npy,yes,1
data\jester_NO_npy\47295.npy,no,0
data\jester_NO_npy\135555.npy,no,0
data\SL_YES_npy\61368.npy,yes,1
data\jester_NO_npy\126367.npy,no,0
data\jester_NO_npy\24255.npy,no,0
data\jester_NO_npy\56397.npy,no,0
data\jester_NO_npy\127797.npy,no,0
data\SL_YES_npy\13329.npy,yes,1
data\jester_NO_npy\60715.npy,no,0
data\SL_YES_npy\18535.npy,yes,1
data\SL_YES_npy\38977.npy,yes,1
data\jester_NO_npy\55507.npy,no,0
data\SL_YES_npy\66788.npy,yes,1
data\jester_NO_npy\140743.npy,no,0
data\jester_NO_npy\86148.npy,no,0
data\SL_YES_npy\42045.npy,yes,1
data\jester_NO_npy\25282.npy,no,0
data\jester_NO_npy\21845.npy,no,0
data\SL_YES_npy\40578.npy,yes,1
data\jester_NO_npy\9551.npy,no,0
data\SL_YES_npy\26005.npy,yes,1
data\jester_NO_npy\41621.npy,no,0
data\jester_NO_npy\42096.npy,no,0
data\jester_NO_npy\30690.npy,no,0
data\SL_YES_npy\07197.npy,yes,1
data\jester_NO_npy\22821.npy,no,0
data\jester_NO_npy\31010.npy,no,0
data\jester_NO_npy\137035.npy,no,0
data\jester_NO_npy\101998.npy,no,0
data\SL_YES_npy\06651.npy,yes,1
data\SL_YES_npy\17364.npy,yes,1
data\jester_NO_npy\146697.npy,no,0
data\SL_YES_npy\07203.npy,yes,1
data\jester_NO_npy\60192.npy,no,0
data\jester_NO_npy\98807.npy,no,0
data\SL_YES_npy\22748.npy,yes,1
data\jester_NO_npy\119254.npy,no,0
data\jester_NO_npy\99872.npy,no,0
data\jester_NO_npy\29671.npy,no,0
data\jester_NO_npy\97467.npy,no,0
data\jester_NO_npy\84036.npy,no,0
data\jester_NO_npy\48563.npy,no,0
data\jester_NO_npy\51267.npy,no,0
data\jester_NO_npy\115016.npy,no,0
data\jester_NO_npy\28130.npy,no,0
data\SL_YES_npy\46506.npy,yes,1
data\jester_NO_npy\42917.npy,no,0
data\jester_NO_npy\37026.npy,no,0
data\jester_NO_npy\31831.npy,no,0
data\SL_YES_npy\48567.npy,yes,1
data\jester_NO_npy\87681.npy,no,0
data\jester_NO_npy\120593.npy,no,0
data\jester_NO_npy\69852.npy,no,0
data\SL_YES_npy\64383.npy,yes,1
data\jester_NO_npy\43631.npy,no,0
data\jester_NO_npy\103929.npy,no,0
data\jester_NO_npy\105755.npy,no,0
data\jester_NO_npy\64450.npy,no,0
data\jester_NO_npy\146009.npy,no,0
data\jester_NO_npy\27360.npy,no,0
data\jester_NO_npy\113460.npy,no,0
data\SL_YES_npy\44487.npy,yes,1
data\jester_NO_npy\66310.npy,no,0
data\jester_NO_npy\17588.npy,no,0
data\SL_YES_npy\60161.npy,yes,1
data\jester_NO_npy\76262.npy,no,0
data\jester_NO_npy\108775.npy,no,0
data\SL_YES_npy\18526.npy,yes,1
data\SL_YES_npy\55668.npy,yes,1
data\SL_YES_npy\46327.npy,yes,1
data\SL_YES_npy\41448.npy,yes,1
data\SL_YES_npy\65991.npy,yes,1
data\SL_YES_npy\48685.npy,yes,1
data\jester_NO_npy\19540.npy,no,0
data\SL_YES_npy\41509.npy,yes,1
data\jester_NO_npy\83145.npy,no,0
data\SL_YES_npy\63668.npy,yes,1
data\SL_YES_npy\12028.npy,yes,1
data\jester_NO_npy\120790.npy,no,0
data\jester_NO_npy\141850.npy,no,0
data\jester_NO_npy\31684.npy,no,0
data\SL_YES_npy\69252.npy,yes,1
data\SL_YES_npy\33426.npy,yes,1
data\SL_YES_npy\56975.npy,yes,1
data\jester_NO_npy\136147.npy,no,0
data\SL_YES_npy\61444.npy,yes,1
data\jester_NO_npy\57172.npy,no,0
data\jester_NO_npy\83545.npy,no,0
data\SL_YES_npy\36124.npy,yes,1
data\jester_NO_npy\103220.npy,no,0
data\SL_YES_npy\22514.npy,yes,1
data\jester_NO_npy\106336.npy,no,0
data\jester_NO_npy\117676.npy,no,0
data\jester_NO_npy\131483.npy,no,0
data\SL_YES_npy\02915.npy,yes,1
data\jester_NO_npy\43276.npy,no,0
data\SL_YES_npy\21363.npy,yes,1
data\SL_YES_npy\21209.npy,yes,1
data\SL_YES_npy\23670.npy,yes,1
data\jester_NO_npy\137656.npy,no,0
data\SL_YES_npy\17912.npy,yes,1
data\jester_NO_npy\99745.npy,no,0
data\jester_NO_npy\15988.npy,no,0
data\jester_NO_npy\57637.npy,no,0
data\SL_YES_npy\45091.npy,yes,1
data\jester_NO_npy\103535.npy,no,0
data\jester_NO_npy\65356.npy,no,0
data\jester_NO_npy\11097.npy,no,0
data\jester_NO_npy\64806.npy,no,0
data\SL_YES_npy\20632.npy,yes,1
data\jester_NO_npy\141872.npy,no,0
data\SL_YES_npy\23328.npy,yes,1
data\SL_YES_npy\45054.npy,yes,1
data\jester_NO_npy\112524.npy,no,0
data\jester_NO_npy\22738.npy,no,0
data\jester_NO_npy\45701.npy,no,0
data\jester_NO_npy\40203.npy,no,0
data\jester_NO_npy\75771.npy,no,0
data\jester_NO_npy\87147.npy,no,0
data\jester_NO_npy\91959.npy,no,0
data\SL_YES_npy\06477.npy,yes,1
data\jester_NO_npy\141860.npy,no,0
data\jester_NO_npy\75485.npy,no,0
data\jester_NO_npy\13704.npy,no,0
data\jester_NO_npy\130854.npy,no,0
data\SL_YES_npy\33982.npy,yes,1
data\SL_YES_npy\65899.npy,yes,1
data\jester_NO_npy\10687.npy,no,0
data\SL_YES_npy\65241.npy,yes,1
data\jester_NO_npy\128737.npy,no,0
data\SL_YES_npy\58363.npy,yes,1
data\jester_NO_npy\86062.npy,no,0
data\jester_NO_npy\58723.npy,no,0
data\jester_NO_npy\147976.npy,no,0
data\jester_NO_npy\46817.npy,no,0
data\SL_YES_npy\65420.npy,yes,1
data\jester_NO_npy\41909.npy,no,0
data\jester_NO_npy\106258.npy,no,0
data\jester_NO_npy\9416.npy,no,0
data\SL_YES_npy\39624.npy,yes,1
data\jester_NO_npy\41342.npy,no,0
data\jester_NO_npy\23642.npy,no,0
data\jester_NO_npy\97032.npy,no,0
data\jester_NO_npy\76.npy,no,0
data\jester_NO_npy\41493.npy,no,0
data\jester_NO_npy\140016.npy,no,0
data\jester_NO_npy\127802.npy,no,0
data\SL_YES_npy\02104.npy,yes,1
data\SL_YES_npy\63448.npy,yes,1
data\jester_NO_npy\53543.npy,no,0
data\jester_NO_npy\26009.npy,no,0
data\jester_NO_npy\5917.npy,no,0
data\jester_NO_npy\102301.npy,no,0
data\jester_NO_npy\24465.npy,no,0
data\jester_NO_npy\32073.npy,no,0
data\jester_NO_npy\84640.npy,no,0
data\jester_NO_npy\64289.npy,no,0
data\SL_YES_npy\42956.npy,yes,1
data\jester_NO_npy\72381.npy,no,0
data\SL_YES_npy\51954.npy,yes,1
data\jester_NO_npy\41343.npy,no,0
data\jester_NO_npy\94750.npy,no,0
data\SL_YES_npy\45910.npy,yes,1
data\jester_NO_npy\2071.npy,no,0
data\jester_NO_npy\110428.npy,no,0
data\SL_YES_npy\11094.npy,yes,1
data\jester_NO_npy\131001.npy,no,0
data\jester_NO_npy\21721.npy,no,0
data\jester_NO_npy\34596.npy,no,0
data\SL_YES_npy\25243.npy,yes,1
data\jester_NO_npy\135861.npy,no,0
data\jester_NO_npy\86225.npy,no,0
data\jester_NO_npy\40797.npy,no,0
data\SL_YES_npy\25645.npy,yes,1
data\SL_YES_npy\23993.npy,yes,1
data\SL_YES_npy\58909.npy,yes,1
data\jester_NO_npy\32512.npy,no,0
data\jester_NO_npy\79024.npy,no,0
data\jester_NO_npy\88367.npy,no,0
data\jester_NO_npy\113602.npy,no,0
data\jester_NO_npy\44959.npy,no,0
data\jester_NO_npy\145311.npy,no,0
data\jester_NO_npy\34940.npy,no,0
data\SL_YES_npy\65830.npy,yes,1
data\jester_NO_npy\81145.npy,no,0
data\SL_YES_npy\61588.npy,yes,1
data\jester_NO_npy\82014.npy,no,0
data\SL_YES_npy\23481.npy,yes,1
data\SL_YES_npy\42428.npy,yes,1
data\jester_NO_npy\86441.npy,no,0
data\jester_NO_npy\59941.npy,no,0
data\jester_NO_npy\73674.npy,no,0
data\SL_YES_npy\16117.npy,yes,1
data\jester_NO_npy\87623.npy,no,0
data\jester_NO_npy\60605.npy,no,0
data\SL_YES_npy\56970.npy,yes,1
data\jester_NO_npy\130683.npy,no,0
data\jester_NO_npy\7519.npy,no,0
data\SL_YES_npy\18329.npy,yes,1
data\jester_NO_npy\60302.npy,no,0
data\jester_NO_npy\121277.npy,no,0
data\jester_NO_npy\112351.npy,no,0
data\jester_NO_npy\9804.npy,no,0
data\SL_YES_npy\39857.npy,yes,1
data\jester_NO_npy\22619.npy,no,0
data\jester_NO_npy\89280.npy,no,0
data\jester_NO_npy\16003.npy,no,0
data\SL_YES_npy\69274.npy,yes,1
data\jester_NO_npy\54548.npy,no,0
data\SL_YES_npy\28794.npy,yes,1
data\SL_YES_npy\65138.npy,yes,1
data\jester_NO_npy\102588.npy,no,0
data\SL_YES_npy\08470.npy,yes,1
data\jester_NO_npy\25226.npy,no,0
data\jester_NO_npy\43271.npy,no,0
data\jester_NO_npy\67090.npy,no,0
data\jester_NO_npy\127581.npy,no,0
data\SL_YES_npy\62505.npy,yes,1
data\jester_NO_npy\124858.npy,no,0
data\jester_NO_npy\21934.npy,no,0
data\SL_YES_npy\42424.npy,yes,1
data\jester_NO_npy\73017.npy,no,0
data\jester_NO_npy\9435.npy,no,0
data\SL_YES_npy\40321.npy,yes,1
data\jester_NO_npy\29378.npy,no,0
data\SL_YES_npy\35547.npy,yes,1
data\jester_NO_npy\88252.npy,no,0
data\SL_YES_npy\66718.npy,yes,1
data\jester_NO_npy\102118.npy,no,0
data\jester_NO_npy\6930.npy,no,0
data\jester_NO_npy\119847.npy,no,0
data\SL_YES_npy\48684.npy,yes,1
data\SL_YES_npy\66359.npy,yes,1
data\jester_NO_npy\54049.npy,no,0
data\SL_YES_npy\12641.npy,yes,1
data\jester_NO_npy\106277.npy,no,0
data\SL_YES_npy\25874.npy,yes,1
data\jester_NO_npy\65881.npy,no,0
data\jester_NO_npy\112612.npy,no,0
data\SL_YES_npy\55662.npy,yes,1
data\jester_NO_npy\10107.npy,no,0
data\jester_NO_npy\134191.npy,no,0
data\jester_NO_npy\92568.npy,no,0
data\jester_NO_npy\13810.npy,no,0
data\jester_NO_npy\37173.npy,no,0
data\jester_NO_npy\124488.npy,no,0
data\SL_YES_npy\11930.npy,yes,1
data\jester_NO_npy\49281.npy,no,0
data\jester_NO_npy\6002.npy,no,0
data\jester_NO_npy\100466.npy,no,0
data\jester_NO_npy\141055.npy,no,0
data\SL_YES_npy\02521.npy,yes,1
data\jester_NO_npy\63224.npy,no,0
data\jester_NO_npy\19926.npy,no,0
data\jester_NO_npy\101051.npy,no,0
data\jester_NO_npy\70538.npy,no,0
